median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,brewery_per_1M_people,unemployment_rate,perc_age_25_39,LargestList,BestList
55816,26.8,2616.264369,-2.18%,52.00%,6.20%,29.73756598,3.8,22.26%,FALSE,FALSE
48189,36,3043.747847,7.74%,51.90%,20.70%,56.58669081,3.2,19.96%,FALSE,FALSE
84405,29.7,4157.979962,7.94%,49.70%,38.10%,146.0387003,2.5,22.24%,FALSE,FALSE
52437,28,4485.254989,-0.03%,47.90%,8.50%,28.83720164,3.5,26.22%,FALSE,FALSE
50949,38.5,3853.122649,11.38%,52.60%,7.30%,73.77319516,3.3,29.35%,FALSE,FALSE
54888,29.1,1752.510909,1.97%,52.40%,3.60%,118.5723884,2.8,17.42%,FALSE,FALSE
54296,34,1248.1602,4.76%,54.00%,3.30%,160.436387,2.7,20.36%,FALSE,FALSE
78491,35.2,1807.008385,2.66%,50.90%,8.50%,24.44585687,2.7,23.71%,FALSE,FALSE
60254,33.9,3041.048413,6.68%,50.80%,18.30%,106.8452169,2.8,20.54%,FALSE,FALSE
72847,30,120.2026137,14.29%,49.90%,22.60%,44.03346543,5.2,20.66%,FALSE,FALSE
59838,26.7,26.43360355,6.15%,49.90%,28.20%,142.4870466,4.9,18.88%,FALSE,FALSE
80407,29.8,776.2128699,12.88%,50.60%,10.20%,45.05971436,4.7,20.26%,FALSE,FALSE
57316,16.6,97.00076746,7.40%,50.50%,9.30%,27.12649083,6,18.61%,FALSE,FALSE
57152,17.6,36.47416527,8.81%,49.20%,42.20%,30.6958755,6.9,19.91%,FALSE,FALSE
59346,15.8,39.46368795,3.02%,48.90%,10.30%,39.96749311,7.1,17.69%,FALSE,FALSE
72173,33,408.4500285,7.79%,50.20%,8.20%,35.23566789,5,19.92%,FALSE,FALSE
60556,41.8,17.86383545,7.29%,51.10%,3.80%,93.10697992,5.6,13.00%,FALSE,FALSE
102338,51.4,1064.860184,14.27%,49.70%,9.90%,45.2773504,2.8,26.71%,FALSE,FALSE
79268,32.2,687.3760891,7.49%,48.90%,8.20%,47.88689851,4.6,21.51%,FALSE,FALSE
44777,19,8.018826199,2.66%,49.50%,20.70%,71.0176834,6.8,16.92%,FALSE,FALSE
78779,26.4,542.0638895,12.13%,50.10%,11.40%,35.35989746,5.1,23.03%,FALSE,FALSE
69113,48.6,101.0953627,10.31%,51.70%,6.80%,227.5054033,3.7,13.22%,FALSE,FALSE
67551,26.3,74.63307307,9.52%,50.50%,18.60%,69.65674703,5.4,19.09%,FALSE,FALSE
69163,23.8,7.297921032,8.42%,49.10%,6.80%,248.2827112,5.5,16.39%,FALSE,FALSE
89119,31.9,393.8550444,13.23%,49.80%,10.60%,37.70908777,3,22.86%,FALSE,FALSE
59976,30.4,296.4058667,9.87%,50.40%,6.10%,47.81961675,5.2,21.89%,FALSE,FALSE
55000,18.5,18.45332386,4.79%,50.10%,3.80%,65.61249262,7,14.74%,FALSE,FALSE
77890,35.7,402.4261698,13.17%,51.10%,9.40%,24.09339979,4.8,21.82%,FALSE,FALSE
60202,28.6,47.83766058,3.26%,49.10%,21.70%,98.74917709,4.9,19.06%,FALSE,FALSE
68656,33.9,108.8099477,12.26%,50.60%,9.80%,65.4316087,5,20.20%,FALSE,FALSE
55674,16,58.40509234,3.05%,50.00%,50.20%,51.81904788,7,19.74%,FALSE,FALSE
75225,30.8,272.5976101,6.38%,50.40%,6.30%,69.99615021,3.1,17.90%,FALSE,FALSE
55652,41.3,293.3161511,8.92%,48.60%,2.20%,37.87448396,3.6,23.57%,FALSE,FALSE
47222,17.5,16.32523477,-4.42%,49.10%,0.90%,438.6606229,5.2,16.74%,FALSE,FALSE
65494,29.6,499.4109962,6.25%,50.40%,9.00%,34.02106282,3.1,20.24%,FALSE,FALSE
60713,20.1,64.12111391,3.47%,48.00%,1.90%,61.86396115,3.8,19.12%,FALSE,FALSE
69219,23.2,75.15326003,1.21%,48.90%,3.70%,52.14489328,3.1,18.50%,FALSE,FALSE
77828,50.7,456.6297957,10.72%,50.30%,6.50%,45.7293372,2.4,23.12%,FALSE,FALSE
64972,31.8,164.0263142,5.65%,50.50%,2.70%,38.22410794,3.1,20.28%,FALSE,FALSE
64319,23,63.29233146,0.32%,50.30%,3.10%,81.16883117,2.9,17.05%,FALSE,FALSE
71098,24.8,152.3323641,1.28%,50.00%,7.30%,35.39029598,3.1,18.17%,FALSE,FALSE
66460,25.7,623.4089489,1.85%,50.50%,13.50%,17.69274774,4,19.49%,FALSE,FALSE
59758,34.3,261.278853,2.86%,51.20%,2.10%,67.78741866,2.9,19.10%,FALSE,FALSE
66092,25.6,87.8275036,1.20%,49.80%,3.00%,29.47852489,2.9,18.52%,FALSE,FALSE
53505,30.5,3917.639456,-0.21%,51.60%,15.60%,32.77905017,4,23.39%,FALSE,FALSE
66994,28.9,294.7109359,5.96%,50.00%,4.60%,15.96721399,3,20.29%,FALSE,FALSE
58248,32,88.38997901,1.06%,49.50%,3.40%,70.64940937,3.3,17.65%,FALSE,FALSE
61691,24.7,590.4072469,0.46%,50.40%,13.60%,15.28187417,4.1,18.35%,FALSE,FALSE
87098,33.7,125.5480536,6.99%,50.00%,2.60%,66.16163287,3.4,18.49%,FALSE,FALSE
62108,23.9,225.597293,-0.14%,49.60%,6.70%,34.6800763,2.7,17.95%,FALSE,FALSE
64682,28.3,187.1067341,1.58%,50.00%,11.20%,28.8828128,3.3,15.89%,FALSE,FALSE
91070,43.8,735.4751135,3.54%,50.80%,4.90%,17.31824502,2.9,16.97%,FALSE,FALSE
59643,27.3,395.6551059,2.86%,49.70%,4.40%,34.90259268,3,19.75%,FALSE,FALSE
52216,49.9,9.097205324,6.64%,48.20%,9.70%,77.16049383,3.1,21.46%,FALSE,FALSE
83997,19.2,9.648929385,0.45%,48.60%,8.90%,64.73748948,3.7,22.56%,FALSE,FALSE
69613,28.7,37.04514519,7.80%,49.30%,14.90%,30.15075377,3.5,21.58%,FALSE,FALSE
59494,32.1,4.205369055,3.39%,50.20%,5.50%,102.7608413,4,17.00%,FALSE,FALSE
64030,30,12.07808421,4.49%,49.90%,4.40%,98.40905363,3.5,17.62%,FALSE,FALSE
98837,57.4,5.872784534,9.25%,48.30%,15.10%,170.4739175,2.7,25.42%,FALSE,FALSE
